indivi	master	datmet	datmea	datstd	locate	countr	latitu	longit	warnin	timind	sntind
NA20790.SG	NA20790	Modern	0	0	Tuscany	Italy	40	9	..	TRUE	FALSE
NA20792.SG	NA20792	Modern	0	0	Tuscany	Italy	40	9	..	TRUE	FALSE
NA20795.SG	NA20795	Modern	0	0	Tuscany	Italy	40	9	..	TRUE	FALSE
NA20796.SG	NA20796	Modern	0	0	Tuscany	Italy	40	9	..	TRUE	FALSE
NA20797.SG	NA20797	Modern	0	0	Tuscany	Italy	40	9	..	TRUE	FALSE
NA20798.SG	NA20798	Modern	0	0	Tuscany	Italy	40	9	..	TRUE	FALSE
NA20799.SG	NA20799	Modern	0	0	Tuscany	Italy	40	9	..	TRUE	FALSE
NA20800.SG	NA20800	Modern	0	0	Tuscany	Italy	40	9	..	TRUE	FALSE
NA20801.SG	NA20801	Modern	0	0	Tuscany	Italy	40	9	..	TRUE	FALSE
NA20802.SG	NA20802	Modern	0	0	Tuscany	Italy	40	9	..	TRUE	FALSE
NA20803.SG	NA20803	Modern	0	0	Tuscany	Italy	40	9	..	TRUE	FALSE
NA20804.SG	NA20804	Modern	0	0	Tuscany	Italy	40	9	..	TRUE	FALSE
NA20805.SG	NA20805	Modern	0	0	Tuscany	Italy	40	9	..	TRUE	FALSE
NA20806.SG	NA20806	Modern	0	0	Tuscany	Italy	40	9	..	TRUE	FALSE
NA20807.SG	NA20807	Modern	0	0	Tuscany	Italy	40	9	..	TRUE	FALSE
NA20808.SG	NA20808	Modern	0	0	Tuscany	Italy	40	9	..	TRUE	FALSE
NA20809.SG	NA20809	Modern	0	0	Tuscany	Italy	40	9	..	TRUE	FALSE
NA20810.SG	NA20810	Modern	0	0	Tuscany	Italy	40	9	..	TRUE	FALSE
NA20811.SG	NA20811	Modern	0	0	Tuscany	Italy	40	9	..	TRUE	FALSE
NA20812.SG	NA20812	Modern	0	0	Tuscany	Italy	40	9	..	TRUE	FALSE
NA20813.SG	NA20813	Modern	0	0	Tuscany	Italy	40	9	..	TRUE	FALSE
NA20814.SG	NA20814	Modern	0	0	Tuscany	Italy	40	9	..	TRUE	FALSE
NA20815.SG	NA20815	Modern	0	0	Tuscany	Italy	40	9	..	TRUE	FALSE
NA20818.SG	NA20818	Modern	0	0	Tuscany	Italy	40	9	..	TRUE	FALSE
NA20819.SG	NA20819	Modern	0	0	Tuscany	Italy	40	9	..	TRUE	FALSE
NA20821.SG	NA20821	Modern	0	0	Tuscany	Italy	40	9	..	TRUE	FALSE
NA20822.SG	NA20822	Modern	0	0	Tuscany	Italy	40	9	..	TRUE	FALSE
NA20826.SG	NA20826	Modern	0	0	Tuscany	Italy	40	9	..	TRUE	FALSE
NA20827.SG	NA20827	Modern	0	0	Tuscany	Italy	40	9	..	TRUE	FALSE
NA20828.SG	NA20828	Modern	0	0	Tuscany	Italy	40	9	..	TRUE	FALSE
NA20832.SG	NA20832	Modern	0	0	Tuscany	Italy	40	9	..	TRUE	FALSE
Tsimshian.SG	Tsimshian	Modern	0	0	..	Canada	..	..	..	FALSE	FALSE
S_Tu-1.DG	HGDP01350	Modern	0	0	..	China	36	101	..	FALSE	FALSE
S_Tu-2.DG	HGDP01355	Modern	0	0	..	China	36	101	..	FALSE	FALSE
HGDP01347.DG	HGDP01347	Modern	0	0	..	China	36	101	..	FALSE	TRUE
HGDP01348.DG	HGDP01348	Modern	0	0	..	China	36	101	..	FALSE	TRUE
HGDP01349.DG	HGDP01349	Modern	0	0	..	China	36	101	..	FALSE	TRUE
HGDP01350.DG	HGDP01350	Modern	0	0	..	China	36	101	..	FALSE	TRUE
HGDP01351.DG	HGDP01351	Modern	0	0	..	China	36	101	..	FALSE	TRUE
HGDP01352.DG	HGDP01352	Modern	0	0	..	China	36	101	..	FALSE	TRUE
HGDP01353.DG	HGDP01353	Modern	0	0	..	China	36	101	..	FALSE	TRUE
HGDP01354.DG	HGDP01354	Modern	0	0	..	China	36	101	..	FALSE	TRUE
HGDP01355.DG	HGDP01355	Modern	0	0	..	China	36	101	..	FALSE	TRUE
HGDP01356.DG	HGDP01356	Modern	0	0	..	China	36	101	..	FALSE	TRUE
S_Tubalar-1.DG	Tuba19	Modern	0	0	Artybash__and__Kebezen	Russia	51.13333333	87	..	FALSE	TRUE
S_Tubalar-2.DG	Tuba9	Modern	0	0	Artybash__and__Kebezen	Russia	51.13333333	87	..	FALSE	TRUE
S_Tujia-1.DG	HGDP01095	Modern	0	0	..	China	29	109	..	FALSE	FALSE
S_Tujia-2.DG	HGDP01098	Modern	0	0	..	China	29	109	..	FALSE	FALSE
HGDP01095.DG	HGDP01095	Modern	0	0	..	China	29	109	..	FALSE	TRUE
HGDP01096.DG	HGDP01096	Modern	0	0	..	China	29	109	..	FALSE	TRUE
HGDP01098.DG	HGDP01098	Modern	0	0	..	China	29	109	..	FALSE	TRUE
HGDP01099.DG	HGDP01099	Modern	0	0	..	China	29	109	..	FALSE	TRUE
HGDP01100.DG	HGDP01100	Modern	0	0	..	China	29	109	..	FALSE	TRUE
HGDP01101.DG	HGDP01101	Modern	0	0	..	China	29	109	..	FALSE	TRUE
HGDP01102.DG	HGDP01102	Modern	0	0	..	China	29	109	..	FALSE	TRUE
HGDP01103.DG	HGDP01103	Modern	0	0	..	China	29	109	..	FALSE	TRUE
HGDP01104.DG	HGDP01104	Modern	0	0	..	China	29	109	..	FALSE	TRUE
ALA001_d	ALA001	Direct	3378	37	Hatay__Province,__Tell__Atchana/Alalakh	Turkey	36.23778	36.38472	..	TRUE	TRUE
ALA002	ALA002	Direct	3388	31	Hatay__Province,__Tell__Atchana/Alalakh	Turkey	36.23778	36.38472	Xcontam=[0.006,0.014]	TRUE	TRUE
ALA004	ALA004	Direct	3773	42	Hatay__Province,__Tell__Atchana/Alalakh	Turkey	36.23778	36.38472	Xcontam=[0.005,0.013]	TRUE	TRUE
ALA008	ALA008	Direct	3752	49	Hatay__Province,__Tell__Atchana/Alalakh	Turkey	36.23778	36.38472	Xcontam=[0.009,0.017]	TRUE	TRUE
ALA011	ALA011	Direct	3620	39	Hatay__Province,__Tell__Atchana/Alalakh	Turkey	36.23778	36.38472	Xcontam=[0.005,0.013]	TRUE	TRUE
ALA013	ALA013	Direct	3734	57	Hatay__Province,__Tell__Atchana/Alalakh	Turkey	36.23778	36.38472	..	TRUE	TRUE
ALA014_d	ALA014	Direct	3629	40	Hatay__Province,__Tell__Atchana/Alalakh	Turkey	36.23778	36.38472	..	TRUE	TRUE
ALA015	ALA015	Direct	3861	49	Hatay__Province,__Tell__Atchana/Alalakh	Turkey	36.23778	36.38472	Xcontam=[0.001,0.019]	TRUE	TRUE
ALA016	ALA016	Direct	3503	35	Hatay__Province,__Tell__Atchana/Alalakh	Turkey	36.23778	36.38472	mtcontam=[0.93,0.97]	TRUE	TRUE
ALA017	ALA017	Direct	3478	35	Hatay__Province,__Tell__Atchana/Alalakh	Turkey	36.23778	36.38472	..	TRUE	TRUE
ALA018	ALA018	Direct	3382	38	Hatay__Province,__Tell__Atchana/Alalakh	Turkey	36.23778	36.38472	Xcontam=[0.009,0.021]	TRUE	TRUE
ALA020	ALA020	Direct	3395	35	Hatay__Province,__Tell__Atchana/Alalakh	Turkey	36.23778	36.38472	..	TRUE	TRUE
ALA023	ALA023	Direct	3785	47	Hatay__Province,__Tell__Atchana/Alalakh	Turkey	36.23778	36.38472	..	TRUE	TRUE
ALA024	ALA024	Direct	3889	63	Hatay__Province,__Tell__Atchana/Alalakh	Turkey	36.23778	36.38472	..	TRUE	TRUE
ALA025	ALA025	Direct	3711	62	Hatay__Province,__Tell__Atchana/Alalakh	Turkey	36.23778	36.38472	..	TRUE	TRUE
ALA026	ALA026	Direct	3627	42	Hatay__Province,__Tell__Atchana/Alalakh	Turkey	36.23778	36.38472	Xcontam=[0.008,0.012]	TRUE	TRUE
ALA028	ALA028	Direct	3705	62	Hatay__Province,__Tell__Atchana/Alalakh	Turkey	36.23778	36.38472	..	TRUE	TRUE
ALA029	ALA029	Direct	3743	54	Hatay__Province,__Tell__Atchana/Alalakh	Turkey	36.23778	36.38472	..	TRUE	TRUE
ALA030	ALA030	Direct	3467	37	Hatay__Province,__Tell__Atchana/Alalakh	Turkey	36.23778	36.38472	..	TRUE	TRUE
ALA034	ALA034	Direct	3697	61	Hatay__Province,__Tell__Atchana/Alalakh	Turkey	36.23778	36.38472	..	TRUE	TRUE
ALA035	ALA035	Direct	3820	53	Hatay__Province,__Tell__Atchana/Alalakh	Turkey	36.23778	36.38472	..	TRUE	TRUE
ALA037	ALA037	Direct	3754	48	Hatay__Province,__Tell__Atchana/Alalakh	Turkey	36.23778	36.38472	..	TRUE	TRUE
ALA039	ALA039	Direct	3337	44	Hatay__Province,__Tell__Atchana/Alalakh	Turkey	36.23778	36.38472	..	TRUE	TRUE
ALA084	ALA084	Direct	3844	51	Hatay__Province,__Tell__Atchana/Alalakh	Turkey	36.23778	36.38472	..	TRUE	TRUE
ALA095	ALA095	Direct	3780	46	Hatay__Province,__Tell__Atchana/Alalakh	Turkey	36.23778	36.38472	Xcontam=[0.008,0.024]	TRUE	TRUE
ALA009	ALA009	Direct	3699	69	Hatay__Province,__Tell__Atchana/Alalakh	Turkey	36.23778	36.38472	damage.ds.half=0.01,__marked.in.paper.as.contaminated	FALSE	FALSE
ALA038	ALA038	Direct	3473	36	Hatay__Province,__Tell__Atchana/Alalakh	Turkey	36.23778	36.38472	..	TRUE	TRUE
ALA019	ALA019	Direct	3514	32	Hatay__Province,__Tell__Atchana/Alalakh	Turkey	36.23778	36.38472	..	TRUE	TRUE
I20224	I20224	Context	2565	78	Değirmendere__(Aegean,__Muğla,__Yatağan)__	Turkey	37.34	28.04	..	FALSE	TRUE
I20227	I20227	Context	2565	78	Değirmendere__(Aegean,__Muğla,__Yatağan)__	Turkey	37.34	28.04	..	FALSE	TRUE
I20228	I20228	Context	2565	78	Değirmendere__(Aegean,__Muğla,__Yatağan)__	Turkey	37.34	28.04	..	FALSE	TRUE
I20229	I20229	Context	2565	78	Değirmendere__(Aegean,__Muğla,__Yatağan)__	Turkey	37.34	28.04	..	FALSE	TRUE
I20230	I20230	Context	2565	78	Değirmendere__(Aegean,__Muğla,__Yatağan)__	Turkey	37.34	28.04	Xcontam=[0.005,__0.009]	FALSE	TRUE
I20231	I20231	Context	2565	78	Değirmendere__(Aegean,__Muğla,__Yatağan)__	Turkey	37.34	28.04	..	FALSE	TRUE
I20232	I20232	Context	2565	78	Değirmendere__(Aegean,__Muğla,__Yatağan)__	Turkey	37.34	28.04	..	FALSE	TRUE
I20233	I20233	Context	2565	78	Değirmendere__(Aegean,__Muğla,__Yatağan)__	Turkey	37.34	28.04	..	FALSE	TRUE
I20257	I20257	Context	2565	78	Değirmendere__(Aegean,__Muğla,__Yatağan)__	Turkey	37.34	28.04	..	FALSE	TRUE
I20258	I20258	Context	2565	78	Değirmendere__(Aegean,__Muğla,__Yatağan)__	Turkey	37.34	28.04	Xcontam=[0.006,__0.012]	FALSE	TRUE
I20225	I20225	Context	2565	78	Değirmendere__(Aegean,__Muğla,__Yatağan)__	Turkey	37.34	28.04	Xcontam=[0.008,__0.014]	FALSE	TRUE
I20226	I20226	Context	2565	78	Değirmendere__(Aegean,__Muğla,__Yatağan)__	Turkey	37.34	28.04	..	FALSE	TRUE
ART001	ART001	Direct	4342	49	Malatya__Province,__Arslantepe	Turkey	38.381944	38.361111	Xcontam=[0.005,0.011],__damage.ds.half=0.02	TRUE	TRUE
ART009	ART009	Direct	4553	74	Malatya__Province,__Arslantepe	Turkey	38.381944	38.361111	..	TRUE	TRUE
ART010	ART010	Direct	4625	93	Malatya__Province,__Arslantepe	Turkey	38.381944	38.361111	..	TRUE	TRUE
ART011	ART011	Direct	4640	91	Malatya__Province,__Arslantepe	Turkey	38.381944	38.361111	Xcontam=[0.006,0.016],__damage.ds.half=0.02	TRUE	TRUE
ART004	ART004	Direct	5632	29	Malatya__Province,__Arslantepe	Turkey	38.381944	38.361111	damage.ds.half=0.01	TRUE	TRUE
ART005	ART005	Direct	5650	37	Malatya__Province,__Arslantepe	Turkey	38.381944	38.361111	damage.ds.half=0.02	TRUE	TRUE
ART012	ART012	Direct	5159	83	Malatya__Province,__Arslantepe	Turkey	38.381944	38.361111	damage.ds.half=0.02	TRUE	TRUE
ART014	ART014	Direct	5255	100	Malatya__Province,__Arslantepe	Turkey	38.381944	38.361111	Xcontam=[0.008,0.016],__damage.ds.half=0.02	TRUE	TRUE
ART015	ART015	Direct	5212	93	Malatya__Province,__Arslantepe	Turkey	38.381944	38.361111	Xcontam=[0.008,0.012],__damage.ds.half=0.02	TRUE	TRUE
ART017	ART017	Direct	5166	77	Malatya__Province,__Arslantepe	Turkey	38.381944	38.361111	Xcontam=[0.005,0.013],__damage.ds.half=0.02	TRUE	TRUE
ART018	ART018	Direct	5260	95	Malatya__Province,__Arslantepe	Turkey	38.381944	38.361111	damage.ds.half=0.02	TRUE	TRUE
ART019	ART019	Direct	5393	49	Malatya__Province,__Arslantepe	Turkey	38.381944	38.361111	Xcontam=[0.006,0.024],__damage.ds.half=0.02	TRUE	TRUE
ART020_d	ART020	Direct	5177	84	Malatya__Province,__Arslantepe	Turkey	38.381944	38.361111	..	TRUE	TRUE
ART022	ART022	Direct	5413	100	Malatya__Province,__Arslantepe	Turkey	38.381944	38.361111	Xcontam=[0.006,0.012],__damage.ds.half=0.02	TRUE	TRUE
ART023	ART023	Direct	5227	95	Malatya__Province,__Arslantepe	Turkey	38.381944	38.361111	damage.ds.half=0.01	TRUE	TRUE
ART026	ART026	Direct	5163	78	Malatya__Province,__Arslantepe	Turkey	38.381944	38.361111	damage.ds.half=0.01	TRUE	TRUE
ART027_d	ART027	Direct	5190	88	Malatya__Province,__Arslantepe	Turkey	38.381944	38.361111	..	TRUE	TRUE
ART032	ART032	Direct	5254	87	Malatya__Province,__Arslantepe	Turkey	38.381944	38.361111	..	TRUE	TRUE
ART038	ART038	Direct	5175	83	Malatya__Province,__Arslantepe	Turkey	38.381944	38.361111	..	TRUE	TRUE
ART039	ART039	Direct	5638	32	Malatya__Province,__Arslantepe	Turkey	38.381944	38.361111	..	TRUE	TRUE
ART042	ART042	Direct	5767	75	Malatya__Province,__Arslantepe	Turkey	38.381944	38.361111	Xcontam=[0.007,0.011]	TRUE	TRUE
ART024	ART024	Direct	5384	55	Malatya__Province,__Arslantepe	Turkey	38.381944	38.361111	Xcontam=[0.009,0.019],__damage.ds.half=0.02	TRUE	TRUE
Ash002_noUDG.SG	Ash002	Direct	9483	34	Central__Anatolia,__Aksaray,__Aşıklı__Höyük	Turkey	38.3482	34.2303	..	FALSE	TRUE
Ash040_noUDG.SG	Ash040	Direct	9647	73	Central__Anatolia,__Aksaray,__Aşıklı__Höyük	Turkey	38.3482	34.2303	..	TRUE	TRUE
Ash133_noUDG.SG	Ash133	Direct	9845	105	Central__Anatolia,__Aksaray,__Aşıklı__Höyük	Turkey	38.3482	34.2303	..	FALSE	TRUE
Ash131_noUDG.SG	Ash131	Direct	9888	128	Central__Anatolia,__Aksaray,__Aşıklı__Höyük	Turkey	38.3482	34.2303	..	FALSE	TRUE
Ash129_noUDG.SG	Ash129	Direct	9837	100	Central__Anatolia,__Aksaray,__Aşıklı__Höyük	Turkey	38.3482	34.2303	..	FALSE	TRUE
Ash136_noUDG.SG	Ash136	Direct	9827	117	Central__Anatolia,__Aksaray,__Aşıklı__Höyük	Turkey	38.3482	34.2303	..	FALSE	TRUE
Ash128_noUDG.SG	Ash128	Direct	10018	89	Central__Anatolia,__Aksaray,__Aşıklı__Höyük	Turkey	38.3482	34.2303	..	FALSE	TRUE
MA2205_noUDG.SG	MA2205	Context	3825	72	Kalehöyük	Turkey	39.345805	33.78813	..	TRUE	TRUE
MA2206_noUDG.SG	MA2206	Context	3825	72	Kalehöyük	Turkey	39.345805	33.78813	..	TRUE	TRUE
MA2208_noUDG.SG	MA2208	Context	3825	72	Kalehöyük	Turkey	39.345805	33.78813	..	TRUE	TRUE
I3294	I3294	Context	4300	318	Gümüşlük__(__Aegean,__Bodrum,__Çukurbük,__Bodrum)	Turkey	37.065575	27.242001	2500.to.5000.SNPs	FALSE	FALSE
ZHAG_BON004.A0101_Luk10	ZHAG	Context	9900	202	Boncuklu	Turkey	37.75	32.866667	..	FALSE	TRUE
ZHAJ_BON034.A0101_Luk9	ZHAJ	Context	9900	202	Boncuklu	Turkey	37.75	32.866667	..	FALSE	TRUE
ZHJ_BON024.A0101_Luk84	ZHJ	Direct	10190	17	Boncuklu	Turkey	37.75	32.866667	..	FALSE	TRUE
ZKO_BON001.A0101_Luk7	ZKO	Context	9900	202	Boncuklu	Turkey	37.75	32.866667	..	FALSE	TRUE
ZMOJ_BON014.A0101_Luk21	ZMOJ	Context	9900	202	Boncuklu	Turkey	37.75	32.866667	..	FALSE	TRUE
Bon005_noUDG.WGC	Bon005	Direct	10220	17	Boncuklu	Turkey	37.75191	32.864901	..	FALSE	TRUE
Bon001_noUDG.WGC	Bon001	Direct	10032	75	Boncuklu	Turkey	37.75191	32.864901	..	FALSE	TRUE
Bon002_noUDG.WGC	Bon002	Direct	10078	87	Boncuklu	Turkey	37.75191	32.864901	..	FALSE	TRUE
Bon004_noUDG.WGC	Bon004	Context	10075	101	Boncuklu	Turkey	37.75191	32.864901	..	FALSE	TRUE
CBT018	CBT018	Direct	7516	38	Çorum__Province,__Boğazköy-Büyükkaya	Turkey	40.022056	34.620611	..	FALSE	TRUE
I20141	I20141	Context	850	58	Stratonikeia__and__Lagina__(Aegean,__Muğla,__Yatağan)__	Turkey	37.3	28.03	Xcontam=[0.005,__0.010]	FALSE	TRUE
I20142	I20142	Context	650	57	Stratonikeia-West__Church__(Aegean,__Muğla,__Yatağan)	Turkey	37.3	28.03	..	FALSE	TRUE
I20143	I20143	Context	650	57	Stratonikeia-West__Church__(Aegean,__Muğla,__Yatağan)	Turkey	37.3	28.03	..	FALSE	TRUE
I20144	I20144	Context	650	57	Stratonikeia-West__Church__(Aegean,__Muğla,__Yatağan)	Turkey	37.3	28.03	..	FALSE	TRUE
I20145	I20145	Context	650	57	Stratonikeia-West__Church__(Aegean,__Muğla,__Yatağan)	Turkey	37.3	28.03	..	FALSE	TRUE
I20146	I20146	Context	650	57	Stratonikeia-West__Church__(Aegean,__Muğla,__Yatağan)	Turkey	37.3	28.03	..	FALSE	TRUE
I20147	I20147	Context	650	57	Stratonikeia-West__Church__(Aegean,__Muğla,__Yatağan)	Turkey	37.3	28.03	Xcontam=[0.005,__0.010]	FALSE	TRUE
I20187	I20187	Direct	660	22	Stratonikeia-West__Church__(Aegean,__Muğla,__Yatağan)	Turkey	37.3	28.03	..	FALSE	TRUE
I20574	I20574	Context	650	57	Stratonikeia-West__Church__(Aegean,__Muğla,__Yatağan)	Turkey	37.3	28.03	..	FALSE	TRUE
I20140	I20140	Direct	850	35	Stratonikeia__and__Lagina__(Aegean,__Muğla,__Yatağan)__	Turkey	37.3	28.03	..	FALSE	TRUE
I8369	I8369	Context	1350	58	Basilica__(Marmara,__Iznik)	Turkey	40.42	29.71	..	FALSE	TRUE
I8372	I8372	Direct	1565	39	Basilica__(Marmara,__Iznik)	Turkey	40.42	29.71	..	FALSE	TRUE
I10430	I10430	Direct	1218	37	Ilıpınar__(Marmara,__Bursa,__Orhangazi)__	Turkey	40.48	29.296	..	FALSE	TRUE
I10542	I10542	Direct	5461	83	Ilıpınar__(Marmara,__Bursa,__Orhangazi)__	Turkey	40.48	29.296	Xcontam=[0.006,0.011]	FALSE	TRUE
I10543	I10543	Context	6450	289	Ilıpınar__(Marmara,__Bursa,__Orhangazi)__	Turkey	40.48	29.296	mtcontam=[0.855,0.96]	FALSE	TRUE
I10545	I10545	Context	6450	289	Ilıpınar__(Marmara,__Bursa,__Orhangazi)__	Turkey	40.48	29.296	..	FALSE	TRUE
I10547	I10547	Context	6450	289	Ilıpınar__(Marmara,__Bursa,__Orhangazi)__	Turkey	40.48	29.296	..	FALSE	TRUE
I1584	I1584	Direct	5770	75	Northwest__Anatolia,__Marmara,__Barcın	Turkey	40.3	29.56	..	TRUE	FALSE
I1584_noUDG	I1584	Direct	5770	75	Northwest__Anatolia,__Marmara,__Barc�n	Turkey	40.3	29.56	..	FALSE	FALSE
I14793	I14793	Context	5200	144	Oylum__Höyük__(Southeast,__Kilis)	Turkey	36.69	37.17	mtcontam=[0.674,0.859]	FALSE	FALSE
I2500_noUDG	I1584	Direct	5770	75	Northwest__Anatolia,__Marmara,__Barcın	Turkey	40.3	29.56	..	FALSE	FALSE
I5395	I1584	Direct	5770	75	Northwest__Anatolia,__Marmara,__Barcın	Turkey	40.3	29.56	..	FALSE	TRUE
I5432	I1584	Direct	5770	75	Northwest__Anatolia,__Marmara,__Barcın	Turkey	40.3	29.56	..	FALSE	FALSE
CBT001	CBT001	Direct	5446	83	Çorum__Province,__Çamlıbel__Tarlası	Turkey	40.019745	34.586129	..	TRUE	TRUE
CBT003	CBT003	Context	5450	58	Çorum__Province,__Çamlıbel__Tarlası	Turkey	40.019745	34.586129	..	TRUE	TRUE
CBT004	CBT004	Direct	5526	40	Çorum__Province,__Çamlıbel__Tarlası	Turkey	40.019745	34.586129	..	TRUE	TRUE
CBT005	CBT005	Direct	5415	72	Çorum__Province,__Çamlıbel__Tarlası	Turkey	40.019745	34.586129	..	TRUE	TRUE
CBT010	CBT010	Context	5480	35	Çorum__Province,__Çamlıbel__Tarlası	Turkey	40.019745	34.586129	..	TRUE	TRUE
CBT011	CBT011	Context	5480	35	Çorum__Province,__Çamlıbel__Tarlası	Turkey	40.019745	34.586129	..	TRUE	TRUE
CBT014	CBT014	Direct	5518	51	Çorum__Province,__Çamlıbel__Tarlası	Turkey	40.019745	34.586129	..	TRUE	TRUE
CBT015	CBT015	Direct	5525	39	Çorum__Province,__Çamlıbel__Tarlası	Turkey	40.019745	34.586129	..	TRUE	TRUE
CBT016	CBT016	Direct	5538	43	Çorum__Province,__Çamlıbel__Tarlası	Turkey	40.019745	34.586129	..	TRUE	TRUE
CBT013	CBT013	Direct	5526	35	Çorum__Province,__Çamlıbel__Tarlası	Turkey	40.019745	34.586129	..	TRUE	TRUE
CBT017	CBT017	Context	5480	35	Çorum__Province,__Çamlıbel__Tarlası	Turkey	40.019745	34.586129	..	TRUE	TRUE
CBT002	CBT002	Direct	5529	39	Çorum__Province,__Çamlıbel__Tarlası	Turkey	40.019745	34.586129	..	TRUE	TRUE
CCH290_noUDG.SG	CCH290	Direct	8577	26	Central__Anatolia,__Konya,__Çatalhöyük	Turkey	37.6661	32.8257	..	TRUE	TRUE
cth842_noUDG.SG	cth842	Direct	8559	52	Central__Anatolia,__Konya,__Çatalhöyük	Turkey	37.6661	32.8257	..	TRUE	TRUE
CCH144_noUDG.SG	CCH144	Direct	8789	107	Central__Anatolia,__Konya,__Çatalhöyük	Turkey	37.6661	32.8257	..	FALSE	TRUE
CCH285_noUDG.SG	CCH285	Context	8500	318	Central__Anatolia,__Konya,__Çatalhöyük	Turkey	37.6661	32.8257	..	FALSE	TRUE
CCH289_noUDG.SG	CCH289	Direct	8661	69	Central__Anatolia,__Konya,__Çatalhöyük	Turkey	37.6661	32.8257	..	TRUE	TRUE
CCH294_noUDG.SG	CCH294	Context	8500	318	Central__Anatolia,__Konya,__Çatalhöyük	Turkey	37.6661	32.8257	..	FALSE	TRUE
CCH311_noUDG.SG	CCH311	Context	8500	318	Central__Anatolia,__Konya,__Çatalhöyük	Turkey	37.6661	32.8257	..	FALSE	TRUE
cth006_noUDG.SG	cth006	Direct	8517	44	Central__Anatolia,__Konya,__Çatalhöyük	Turkey	37.6661	32.8257	..	FALSE	TRUE
cth217_noUDG.SG	cth217	Direct	8274	51	Central__Anatolia,__Konya,__Çatalhöyük	Turkey	37.6661	32.8257	..	TRUE	TRUE
cth728_noUDG.SG	cth728	Direct	8568	52	Central__Anatolia,__Konya,__Çatalhöyük	Turkey	37.6661	32.8257	..	TRUE	TRUE
cth739_noUDG.SG	cth739	Direct	8105	48	Central__Anatolia,__Konya,__Çatalhöyük	Turkey	37.6661	32.8257	..	TRUE	TRUE
cth747_noUDG.SG	cth747	Direct	8506	43	Central__Anatolia,__Konya,__Çatalhöyük	Turkey	37.6661	32.8257	..	FALSE	TRUE
pch034_noUDG.SG	pch034	Context	8500	318	Central__Anatolia,__Konya,__Çatalhöyük	Turkey	37.6661	32.8257	..	FALSE	TRUE
CCH163_noUDG.SG	CCH163	Direct	8636	57	Central__Anatolia,__Konya,__Çatalhöyük	Turkey	37.6661	32.8257	..	FALSE	TRUE
I14821	I14821	Context	1150	115	Zeytinliada__(Marmara,__Balikesir,__Erdek)__	Turkey	40.39	27.79	..	FALSE	TRUE
I14822	I14822	Context	1150	115	Zeytinliada__(Marmara,__Balikesir,__Erdek)__	Turkey	40.39	27.79	..	FALSE	TRUE
I14831	I14831	Context	1150	115	Zeytinliada__(Marmara,__Balikesir,__Erdek)__	Turkey	40.39	27.79	..	FALSE	TRUE
I14832	I14832	Context	1150	115	Zeytinliada__(Marmara,__Balikesir,__Erdek)__	Turkey	40.39	27.79	..	FALSE	TRUE
I14824	I14824	Direct	1456	39	Zeytinliada__(Marmara,__Balikesir,__Erdek)__	Turkey	40.39	27.79	..	FALSE	TRUE
I20259	I20259	Context	1346	65	Samantaş__(Aegean,__Muğla,__Yatağan)__	Turkey	37.34	28.04	..	FALSE	TRUE
I20260	I20260	Context	1346	65	Samantaş__(Aegean,__Muğla,__Yatağan)__	Turkey	37.34	28.04	..	FALSE	TRUE
I20261	I20261	Context	1346	65	Samantaş__(Aegean,__Muğla,__Yatağan)__	Turkey	37.34	28.04	mtcontam=[0.947,0.979]	FALSE	TRUE
I20265	I20265	Context	1346	65	Samantaş__(Aegean,__Muğla,__Yatağan)__	Turkey	37.34	28.04	Xcontam=[0.005,__0.010]	FALSE	TRUE
I20266	I20266	Context	1346	65	Samantaş__(Aegean,__Muğla,__Yatağan)__	Turkey	37.34	28.04	Xcontam=[0.005,__0.011]	FALSE	TRUE
I20320	I20320	Context	1346	65	Samantaş__(Aegean,__Muğla,__Yatağan)__	Turkey	37.34	28.04	..	FALSE	TRUE
I20264	I20264	Context	1346	65	Samantaş__(Aegean,__Muğla,__Yatağan)__	Turkey	37.34	28.04	..	FALSE	TRUE
I14649_in.preparation	I14649	Direct	4168	52	Tilbe_ar__H�y�k__(Southeast,__Gaziantep)__	Turkey	36.87	37.54	..	FALSE	TRUE
I14792	I14792	Direct	4247	66	Oylum__Höyük__(Southeast,__Kilis)	Turkey	36.69	37.17	..	FALSE	TRUE
I14794	I14794	Context	4450	289	Oylum__Höyük__(Southeast,__Kilis)	Turkey	36.69	37.17	..	FALSE	TRUE
I14797	I14797	Context	4450	289	Oylum__Höyük__(Southeast,__Kilis)	Turkey	36.69	37.17	Xcontam=[0.005,0.015]	FALSE	TRUE
I14798	I14798	Context	4450	289	Oylum__Höyük__(Southeast,__Kilis)	Turkey	36.69	37.17	Xcontam=[0.006,0.018]	FALSE	TRUE
I16580	I16580	Context	4450	289	Oylum__Höyük__(Southeast,__Kilis)	Turkey	36.69	37.17	..	FALSE	TRUE
I2495	I2495	Direct	4355	62	Harmanören-Göndürle__Höyük__(Mediterranean,__Isparta)__	Turkey	37.91774	30.70839	..	TRUE	TRUE
I2499	I2499	Direct	4514	74	Harmanören-Göndürle__Höyük__(Mediterranean,__Isparta)__	Turkey	37.91774	30.70839	..	TRUE	TRUE
I2683	I2683	Direct	4479	41	Harmanören-Göndürle__Höyük__(Mediterranean,__Isparta)__	Turkey	37.91774	30.70839	..	TRUE	TRUE
