indivi	master	datmet	datmea	datstd	locate	countr	latitu	longit	warnin	timind	sntind
Yaghan894_noUDG.SG	Yaghan894	Context	100	29	Beagle__Channel,__Tierra__del__Fuego	Argentina	-55.01	-69.07	..	FALSE	TRUE
Yaghan895_noUDG.SG	Yaghan895	Context	100	29	Beagle__Channel,__Tierra__del__Fuego	Argentina	-55.01	-69.07	..	FALSE	TRUE
I12355	I12355	Direct	1490	98	Beagle__Channel,__Tierra__del__Fuego,__Río__Pipo	Argentina	-54.85	-68.52	..	FALSE	TRUE
I8351	I8351	Direct	1630	39	Pampas,__Laguna__Chica	Argentina	-36.0772222	-62.3472222	..	FALSE	TRUE
I8348	I8348	Direct	6875	49	Pampas,__Laguna__Chica	Argentina	-36.0772222	-62.3472222	mtcontam=[0.907,0.966]	FALSE	TRUE
I8349	I8349	Direct	6715	38	Pampas,__Laguna__Chica	Argentina	-36.0772222	-62.3472222	..	FALSE	TRUE
I8350	I8350	Context	7700	722	Pampas,__Laguna__Chica	Argentina	-36.0772222	-62.3472222	..	FALSE	TRUE
I12376	I12376	Direct	2333	127	Southwest__of__Buenos__Aires,__Laguna__Toro	Argentina	-38.84	-61.42	..	FALSE	TRUE
I12356	I12356	Direct	280	107	Tierra__del__Fuego,__Mitre__Peninusula,__Caleta__Falsa	Argentina	-54.7	-65.35	damage.ds.half=0.049	FALSE	TRUE
I12357	I12357	Direct	330	98	Tierra__del__Fuego,__Mitre__Peninusula,__Caleta__Falsa	Argentina	-54.7	-65.35	..	FALSE	TRUE
I12358	I12358	Direct	440	92	Tierra__del__Fuego,__Mitre__Peninusula,__Caleta__Falsa	Argentina	-54.7	-65.35	..	FALSE	TRUE
I12359	I12359	Direct	590	46	Tierra__del__Fuego,__Mitre__Peninusula,__Caleta__Falsa	Argentina	-54.7	-65.35	damage.ds.half=0.046	FALSE	TRUE
I12360	I12360	Direct	400	52	Tierra__del__Fuego,__Mitre__Peninusula,__Caleta__Falsa	Argentina	-54.7	-65.35	damage.ds.half=0.041	FALSE	TRUE
I12361	I12361	Direct	420	52	Tierra__del__Fuego,__Mitre__Peninusula,__Río__Policarpo	Argentina	-54.6	-65.58	damage.ds.half=0.028	FALSE	TRUE
MA572_noUDG.SG	MA572	Context	100	29	Tierra__del__Fuego,__Strait__of__Magellan	Argentina	-53.26	-70.45	..	FALSE	TRUE
MA575_noUDG.SG	MA575	Context	100	29	Tierra__del__Fuego,__Strait__of__Magellan	Argentina	-53.26	-70.45	2500.to.5000__SNPs,__..	FALSE	FALSE
MA577_noUDG.SG	MA577	Context	100	29	Tierra__del__Fuego,__Strait__of__Magellan	Argentina	-53.26	-70.45	..	FALSE	TRUE
I12362	I12362	Direct	5820	95	Tierra__del__Fuego__(North),__La__Arcillosa__2	Argentina	-53.58	-68.02	..	FALSE	TRUE
I12354	I12354	Direct	450	61	Tierra__del__Fuego__(North),__Río__Grande	Argentina	-53.78	-67.7	..	FALSE	TRUE
I12363	I12363	Direct	380	49	Tierra__del__Fuego__(North),__Puesto__Pescador	Argentina	-53.28	-68.47	damage.ds.half=0.045	FALSE	TRUE
I12364	I12364	Direct	770	69	Tierra__del__Fuego__(North),__Margen__Sur	Argentina	-53.82	-67.65	..	FALSE	TRUE
I12366	I12366	Direct	100	84	Tierra__del__Fuego__(North),__Pozo__Tierra__del__Fuego__1	Argentina	-53.66	-67.96	damage.ds.half=0.04	FALSE	TRUE
I12367	I12367	Direct	700	29	Tierra__del__Fuego__(North),__Margen__Sur	Argentina	-53.82	-67.65	damage.ds.half=0.038	FALSE	TRUE
I12365	I12365	Direct	740	35	Tierra__del__Fuego__(North),__Margen__Sur	Argentina	-53.82	-67.65	..	FALSE	TRUE
I16119	I16119	Direct	2286	60	Karmir__Blur,__necropolis__of__Teishebaini	Armenia	40.15118	44.44316667	damage.ss.half=0.076	FALSE	TRUE
I1407	I1407	Context	5875	245	Areni__1	Armenia	39.73	45.2	..	FALSE	TRUE
I1409	I1409	Direct	6047	75	Areni__1	Armenia	39.73	45.2	..	FALSE	TRUE
I1631	I1631	Direct	6099	66	Areni__1	Armenia	39.73	45.2	..	FALSE	TRUE
I1632	I1632	Direct	6076	66	Areni__1	Armenia	39.73	45.2	..	FALSE	TRUE
I1634	I1634	Direct	6156	80	Areni__1	Armenia	39.73	45.2	..	FALSE	TRUE
ARM003	ARM002	Direct	5163	76	South__Caucasus__mountains,__Kaps	Armenia	40.866667	43.716667	..	FALSE	FALSE
I1630	I1630	Context	750	58	Agarak	Armenia	38.865	46.199	..	FALSE	TRUE
I1659	I1659	Direct	655	27	Agarak	Armenia	38.865	46.199	..	FALSE	TRUE
I1660	I1660	Context	750	58	Agarak	Armenia	38.865	46.199	..	FALSE	TRUE
I1633	I1633	Direct	4465	48	Kalavan	Armenia	40.65	45.1167	mtcontam=[0.953,0.976]	FALSE	TRUE
I1635	I1635	Direct	4476	46	Kalavan	Armenia	40.65	45.1167	..	FALSE	TRUE
I1658	I1658	Direct	5162	80	Talin	Armenia	40.382958	43.873663	..	FALSE	TRUE
ARM001	ARM001	Direct	5417	69	South__Caucasus__mountains,__Kaps	Armenia	40.866667	43.716667	..	TRUE	TRUE
ARM002	ARM002	Direct	5163	76	South__Caucasus__mountains,__Kaps	Armenia	40.866667	43.716667	..	FALSE	TRUE
I13599	I13599	Direct	4337	49	Karnut__Archaeological__Complex__	Armenia	40.783	43.95	..	FALSE	TRUE
I14339	I14339	Direct	4409	58	Berkaber,__Dzhoghaz__Cemetery__Meydanner	Armenia	41.03	45.08	..	FALSE	TRUE
I14341	I14341	Context	4400	87	Berkaber,__Dzhoghaz__Cemetery__Meydanner	Armenia	41.03	45.08	..	FALSE	TRUE
I14343_d	I14343	Context	4325	72	Berkaber,__Dzhoghaz__Cemetery__Meydanner	Armenia	41.03	45.08	..	FALSE	TRUE
I14346	I14346	Context	4450	58	Shengavit__cemetery	Armenia	40.09	44.28	mtcontam=[0.755,0.933]	FALSE	TRUE
I15132	I15132	Direct	4479	37	Berkaber,__Dzhoghaz__Cemetery__Meydanner	Armenia	41.03	45.08	..	FALSE	TRUE
I16706	I16706	Direct	4723	65	Karnut__Archaeological__Complex__	Armenia	40.783	43.95	..	FALSE	TRUE
I16920	I16920	Context	4400	87	Berkaber,__Dzhoghaz__Cemetery__Meydanner	Armenia	41.03	45.08	..	FALSE	TRUE
I14340	I14340	Direct	4340	48	Berkaber,__Dzhoghaz__Cemetery__Meydanner	Armenia	41.03	45.08	..	FALSE	TRUE
I17499	I17499	Context	4950	289	Karnut__Archaeological__Complex__	Armenia	40.783	43.95	mtcontam=[0.827,0.957]	FALSE	TRUE
I1657	I1657	Direct	5123	104	Talin__cemetery	Armenia	40.39075	43.89106667	..	FALSE	TRUE
I14812	I14812	Context	4700	144	Karnut__Archaeological__Complex__	Armenia	40.783	43.95	..	FALSE	TRUE
I16116	I16116	Context	3050	29	Bover__Cemetery	Armenia	40.91666	44.5	..	FALSE	TRUE
I16117	I16117	Direct	2586	77	Bover__Cemetery	Armenia	40.91666	44.5	..	FALSE	TRUE
I16191	I16191	Direct	2608	71	Pijut__Archaeological__Complex	Armenia	40.91666	44.5	..	FALSE	TRUE
I16193	I16193	Context	2625	72	Pijut__Archaeological__Complex	Armenia	40.91666	44.5	..	FALSE	TRUE
I16195	I16195	Context	2625	72	Pijut__Archaeological__Complex	Armenia	40.91666	44.5	..	FALSE	TRUE
I17180	I17180	Direct	2566	94	Pijut__Archaeological__Complex	Armenia	40.91666	44.5	..	FALSE	TRUE
I17181	I17181	Direct	2599	68	Pijut__Archaeological__Complex	Armenia	40.91666	44.5	..	FALSE	TRUE
I16553	I16553	Context	2800	58	Bragdzor__cemetery__	Armenia	40.91666	44.5	mtcontam=[0.878,0.973]	FALSE	TRUE
I16546	I16546	Context	2800	58	Bragdzor__cemetery__	Armenia	40.91666	44.5	..	FALSE	TRUE
I16194	I16194	Context	2625	72	Pijut__Archaeological__Complex	Armenia	40.91666	44.5	..	FALSE	TRUE
I16219	I16219	Direct	2590	73	Pijut__Archaeological__Complex	Armenia	40.91666	44.5	..	FALSE	TRUE
I16547	I16547	Context	2800	58	Bragdzor__cemetery__	Armenia	40.91666	44.5	..	FALSE	TRUE
I19322	I19322	Direct	2600	70	Noratus	Armenia	40.416667	45.2	..	FALSE	TRUE
I13947	I13947	Direct	2612	74	Lori__Berd__cemetery	Armenia	40.91666	44.5	..	FALSE	TRUE
I14054	I14054	Direct	2723	42	Bardzryal__Archaeological__Complex__	Armenia	40.91666	44.5	..	FALSE	TRUE
I14057	I14057	Direct	2599	68	Bardzryal__Archaeological__Complex__	Armenia	40.91666	44.5	..	FALSE	TRUE
I16536	I16536	Direct	2776	26	Bragdzor__cemetery__	Armenia	40.91666	44.5	..	FALSE	TRUE
I16707	I16707	Direct	2823	33	Karnut__Archaeological__Complex__	Armenia	40.783	43.95	..	FALSE	TRUE
I17184	I17184	Direct	2614	73	Keti	Armenia	40.8716	43.8445	damage.ss.half=0.096	FALSE	TRUE
I3938	I3938	Direct	3001	42	Karmir__Blur,__necropolis__of__Teishebaini	Armenia	40.15118	44.44316667	..	FALSE	TRUE
I3944	I3944	Direct	2934	37	Karmir__Blur,__necropolis__of__Teishebaini	Armenia	40.15118	44.44316667	..	FALSE	TRUE
I17308	I17308	Direct	2256	60	Keti	Armenia	40.8716	43.8445	damage.ss.half=0.067	FALSE	TRUE
I19327	I19327	Direct	2225	50	Noratus	Armenia	40.416667	45.2	..	FALSE	TRUE
I1636	I1636	Context	1956	38	Aghitu	Armenia	39.549	45.078	..	FALSE	TRUE
I1639	I1639	Direct	1872	41	Aghitu	Armenia	39.549	45.078	..	FALSE	TRUE
I1637	I1637	Context	1956	38	Aghitu	Armenia	39.549	45.078	..	FALSE	TRUE
I13948	I13948	Direct	3128	48	Lori__Berd__cemetery	Armenia	40.91666	44.5	..	FALSE	TRUE
I15732	I15732	Direct	3318	43	Nerkin__Getashen	Armenia	40.91666	44.5	..	FALSE	TRUE
I15733	I15733	Direct	3320	41	Nerkin__Getashen	Armenia	40.91666	44.5	..	FALSE	TRUE
I15734	I15734	Direct	3325	41	Nerkin__Getashen	Armenia	40.91666	44.5	..	FALSE	TRUE
I15749	I15749	Context	3150	29	Nerkin__Getashen	Armenia	40.91666	44.5	..	FALSE	TRUE
I16217	I16217	Direct	3074	49	Karashamb__Cemetery	Armenia	40.416667	45.2	damage.ss.half=0.091	FALSE	TRUE
I16220	I16220	Direct	3216	51	Karashamb__Cemetery	Armenia	40.416667	45.2	damage.ss.half=0.09	FALSE	TRUE
I16537	I16537	Direct	2977	44	Pidjut,__Znganek__monument	Armenia	40.91666	44.5	damage.ss.half=0.097	FALSE	TRUE
I16554	I16554	Direct	3083	48	Tekhut__Cemetery	Armenia	40.91666	44.5	damage.ss.half=0.095	FALSE	TRUE
I17182	I17182	Direct	2941	40	Keti	Armenia	40.8716	43.8445	damage.ss.half=0.086,__mtcontam=[0.788,0.975]	FALSE	TRUE
I18479	I18479	Context	3150	29	Noratus	Armenia	40.416667	45.2	damage.ss.half=0.082	FALSE	TRUE
I19329	I19329	Direct	3217	56	Noratus	Armenia	40.416667	45.2	damage.ss.half=0.09	FALSE	TRUE
I19331	I19331	Context	3125	43	Karashamb__Cemetery	Armenia	40.416667	45.2	damage.ss.half=0.079	FALSE	TRUE
I19332	I19332	Context	3125	43	Karashamb__Cemetery	Armenia	40.416667	45.2	..	FALSE	TRUE
I19333	I19333	Context	3125	43	Karashamb__Cemetery	Armenia	40.416667	45.2	..	FALSE	TRUE
I19334	I19334	Context	3125	43	Karashamb__Cemetery	Armenia	40.416667	45.2	damage.ss.half=0.072	FALSE	TRUE
I19335	I19335	Context	3285	49	Karashamb__Cemetery	Armenia	40.416667	45.2	..	FALSE	TRUE
I19336	I19336	Context	3285	49	Karashamb__Cemetery	Armenia	40.416667	45.2	Xcontam=[0.005,0.009]	FALSE	TRUE
I19337	I19337	Context	3025	43	Karashamb__Cemetery	Armenia	40.416667	45.2	..	FALSE	TRUE
I19338	I19338	Direct	3066	52	Karashamb__Cemetery	Armenia	40.416667	45.2	..	FALSE	TRUE
I19339	I19339	Context	3125	43	Karashamb__Cemetery	Armenia	40.416667	45.2	damage.ss.half=0.089	FALSE	TRUE
I19341	I19341	Context	3285	49	Karashamb__Cemetery	Armenia	40.416667	45.2	Xcontam=[0.005,0.009]	FALSE	TRUE
I19342	I19342	Context	3125	43	Karashamb__Cemetery	Armenia	40.416667	45.2	..	FALSE	TRUE
I19343	I19343	Context	3025	43	Karashamb__Cemetery	Armenia	40.416667	45.2	damage.ss.half=0.091	FALSE	TRUE
I19344	I19344	Context	3285	49	Karashamb__Cemetery	Armenia	40.416667	45.2	..	FALSE	TRUE
I19345	I19345	Context	3125	43	Karashamb__Cemetery	Armenia	40.416667	45.2	damage.ss.half=0.096	FALSE	TRUE
I19346	I19346	Context	3125	43	Karashamb__Cemetery	Armenia	40.416667	45.2	Xcontam=[0.005,0.008],__damage.ss.half=0.098	FALSE	TRUE
I19347	I19347	Context	3125	43	Karashamb__Cemetery	Armenia	40.416667	45.2	..	FALSE	TRUE
I19348	I19348	Context	3285	49	Karashamb__Cemetery	Armenia	40.416667	45.2	damage.ss.half=0.095	FALSE	TRUE
I19349	I19349	Context	3025	43	Karashamb__Cemetery	Armenia	40.416667	45.2	Xcontam=[0.005,0.019]	FALSE	TRUE
I19350	I19350	Context	3125	43	Karashamb__Cemetery	Armenia	40.416667	45.2	..	FALSE	TRUE
I19351	I19351	Context	3285	49	Karashamb__Cemetery	Armenia	40.416667	45.2	..	FALSE	TRUE
I19352	I19352	Context	3285	49	Karashamb__Cemetery	Armenia	40.416667	45.2	damage.ss.half=0.079	FALSE	TRUE
I19353	I19353	Direct	2986	43	Karashamb__Cemetery	Armenia	40.416667	45.2	..	FALSE	TRUE
I19354	I19354	Direct	3052	52	Karashamb__Cemetery	Armenia	40.416667	45.2	damage.ss.half=0.09,__mtcontam=[0.944,0.973]	FALSE	TRUE
I20439	I20439	Direct	2911	31	Sarukhan	Armenia	40.29221	45.130679	..	FALSE	TRUE
I20440	I20440	Direct	3135	43	Sarukhan	Armenia	40.29221	45.130679	..	FALSE	TRUE
I20441	I20441	Direct	2793	30	Sarukhan	Armenia	40.29221	45.130679	..	FALSE	TRUE
I20443	I20443	Direct	2896	38	Sarukhan	Armenia	40.29221	45.130679	..	FALSE	TRUE
I14051	I14051	Context	2690	35	Bardzryal__Archaeological__Complex__	Armenia	40.91666	44.5	..	FALSE	TRUE
I14052	I14052	Context	2690	35	Bardzryal__Archaeological__Complex__	Armenia	40.91666	44.5	..	FALSE	TRUE
I14053	I14053	Context	2690	35	Bardzryal__Archaeological__Complex__	Armenia	40.91666	44.5	..	FALSE	TRUE
I14055	I14055	Context	2690	35	Bardzryal__Archaeological__Complex__	Armenia	40.91666	44.5	..	FALSE	TRUE
I14056	I14056	Context	2690	35	Bardzryal__Archaeological__Complex__	Armenia	40.91666	44.5	..	FALSE	TRUE
I14066	I14066	Context	2875	72	Bagheri__Tchala__Archaeological__Complex	Armenia	40.91666	44.5	..	FALSE	TRUE
I14588	I14588	Context	2875	72	Bagheri__Tchala__Archaeological__Complex	Armenia	40.91666	44.5	..	FALSE	TRUE
I14601	I14601	Context	2875	72	Bagheri__Tchala__Archaeological__Complex	Armenia	40.91666	44.5	..	FALSE	TRUE
I14602	I14602	Context	2875	72	Bagheri__Tchala__Archaeological__Complex	Armenia	40.91666	44.5	mtcontam=[0.955,0.979]	FALSE	TRUE
I14603	I14603	Direct	2877	39	Bagheri__Tchala__Archaeological__Complex	Armenia	40.91666	44.5	..	FALSE	TRUE
I14605	I14605	Context	2875	72	Bagheri__Tchala__Archaeological__Complex	Armenia	40.91666	44.5	mtcontam=[0.91,0.978]	FALSE	TRUE
I14606	I14606	Context	2875	72	Bagheri__Tchala__Archaeological__Complex	Armenia	40.91666	44.5	..	FALSE	TRUE
I14618	I14618	Direct	2986	49	Bagheri__Tchala__Archaeological__Complex	Armenia	40.91666	44.5	..	FALSE	TRUE
I14620	I14620	Direct	2915	31	Bagheri__Tchala__Archaeological__Complex	Armenia	40.91666	44.5	..	FALSE	TRUE
I15729	I15729	Context	3150	29	Nerkin__Getashen	Armenia	40.91666	44.5	..	FALSE	TRUE
I15748	I15748	Context	3285	49	Nerkin__Getashen	Armenia	40.91666	44.5	..	FALSE	TRUE
I15750	I15750	Context	3285	49	Nerkin__Getashen	Armenia	40.91666	44.5	..	FALSE	TRUE
I16196	I16196	Context	3125	43	Lori__Berd__Cemetery	Armenia	40.91666	44.5	..	FALSE	TRUE
I18162	I18162	Context	3125	43	Black__Fortress	Armenia	40.833333	43.916667	damage.ss.half=0.092	FALSE	TRUE
I18163	I18163	Context	3125	43	Black__Fortress	Armenia	40.833333	43.916667	damage.ss.half=0.095	FALSE	TRUE
I18165	I18165	Context	3125	43	Black__Fortress	Armenia	40.833333	43.916667	damage.ss.half=0.09	FALSE	TRUE
I18166	I18166	Context	3285	49	Lchashen__cemetery	Armenia	40.516618	44.933321	damage.ss.half=0.099	FALSE	TRUE
I18167	I18167	Context	3285	49	Lchashen__cemetery	Armenia	40.516618	44.933321	damage.ss.half=0.083	FALSE	TRUE
I18168	I18168	Context	3285	49	Lchashen__cemetery	Armenia	40.516618	44.933321	..	FALSE	TRUE
I18248	I18248	Context	3125	43	Black__Fortress	Armenia	40.833333	43.916667	..	FALSE	TRUE
I18467	I18467	Context	3285	49	Noratus	Armenia	40.416667	45.2	damage.ss.half=0.067	FALSE	TRUE
I18468	I18468	Context	3050	29	Noratus	Armenia	40.416667	45.2	..	FALSE	TRUE
I18469	I18469	Context	2865	78	Noratus	Armenia	40.416667	45.2	damage.ss.half=0.066	FALSE	TRUE
I18470	I18470	Context	3050	29	Noratus	Armenia	40.416667	45.2	..	FALSE	TRUE
I18472	I18472	Context	3285	49	Noratus	Armenia	40.416667	45.2	..	FALSE	TRUE
I18478	I18478	Context	2750	115	Noratus	Armenia	40.416667	45.2	Xcontam=[0.005,0.008]	FALSE	TRUE
I18481	I18481	Context	3050	29	Noratus	Armenia	40.416667	45.2	..	FALSE	TRUE
I18486	I18486	Context	3285	49	Noratus	Armenia	40.416667	45.2	damage.ss.half=0.084	FALSE	TRUE
I18487	I18487	Context	3390	35	Noratus	Armenia	40.416667	45.2	damage.ss.half=0.095	FALSE	TRUE
I19321	I19321	Context	3050	29	Noratus	Armenia	40.416667	45.2	damage.ss.half=0.079	FALSE	TRUE
I19323	I19323	Context	3390	35	Noratus	Armenia	40.416667	45.2	Xcontam=[0.005,0.008],__damage.ss.half=0.093	FALSE	TRUE
I19324	I19324	Context	2865	78	Noratus	Armenia	40.416667	45.2	damage.ss.half=0.077	FALSE	TRUE
I19325	I19325	Context	3285	49	Noratus	Armenia	40.416667	45.2	Xcontam=[0.005,0.008],__damage.ss.half=0.083	FALSE	TRUE
I19326	I19326	Context	3150	29	Noratus	Armenia	40.416667	45.2	damage.ss.half=0.069	FALSE	TRUE
I19328	I19328	Direct	2809	27	Noratus	Armenia	40.416667	45.2	damage.ss.half=0.068	FALSE	TRUE
I14065	I14065	Context	2875	72	Bagheri__Tchala__Archaeological__Complex	Armenia	40.91666	44.5	..	FALSE	TRUE
I16376	I16376	Context	2690	35	Bover__Cemetery	Armenia	40.91666	44.5	..	FALSE	TRUE
I14619	I14619	Context	2875	72	Bagheri__Tchala__Archaeological__Complex	Armenia	40.91666	44.5	..	FALSE	TRUE
I14621	I14621	Context	2875	72	Bagheri__Tchala__Archaeological__Complex	Armenia	40.91666	44.5	..	FALSE	TRUE
I18483	I18483	Context	3150	29	Noratus	Armenia	40.416667	45.2	damage.ss.half=0.076	FALSE	TRUE
I15730	I15730	Context	3285	49	Nerkin__Getashen	Armenia	40.91666	44.5	..	FALSE	TRUE
I18164	I18164	Context	3125	43	Black__Fortress	Armenia	40.833333	43.916667	damage.ss.half=0.088	FALSE	TRUE
I18247	I18247	Context	3125	43	Black__Fortress	Armenia	40.833333	43.916667	..	FALSE	TRUE
I15663_old	I15663	Context	3125	43	Lori__Berd__Cemetery	Armenia	40.91666	44.5	2500.to.5000.SNPs	FALSE	FALSE
I16216	I16216	Context	2875	72	Bagheri__Tchala__Archaeological__Complex	Armenia	40.91666	44.5	mtcontam=[0.653,0.884]	FALSE	FALSE
I14617	I14617	Direct	2915	31	Bagheri__Tchala__Archaeological__Complex	Armenia	40.91666	44.5	..	FALSE	TRUE
I15731	I15731	Context	3285	49	Nerkin__Getashen	Armenia	40.91666	44.5	..	FALSE	TRUE
DA31_noUDG.SG	DA31	Context	3200	87	Caucasus	Armenia	40.52027778	44.93083333	..	TRUE	TRUE
DA35_noUDG.SG	DA35	Direct	3259	63	Caucasus	Armenia	40.52027778	44.93083333	..	TRUE	TRUE
RISE396_noUDG.SG	RISE396	Direct	3009	56	Kapan	Armenia	39.2	46.4	..	FALSE	TRUE
RISE397_noUDG.SG	RISE397	Direct	2908	44	Kapan	Armenia	39.2	46.4	..	FALSE	TRUE
RISE407_noUDG.SG	RISE407	Direct	2935	59	Norabak	Armenia	40.15	45.86	..	FALSE	TRUE
RISE408_noUDG.SG	RISE408	Direct	3050	58	Norabak	Armenia	40.15	45.86	..	TRUE	TRUE
RISE412_noUDG.SG	RISE412	Direct	3018	56	Noratus	Armenia	40.416667	45.2	..	FALSE	TRUE
I18267	I18267	Context	3285	49	Lchashen__cemetery	Armenia	40.516618	44.933321	..	FALSE	TRUE
I18269	I18269	Context	3285	49	Lchashen__cemetery	Armenia	40.516618	44.933321	..	FALSE	TRUE
I18270	I18270	Context	3285	49	Lchashen__cemetery	Armenia	40.516618	44.933321	mtcontam=[0.926,0.961]	FALSE	TRUE
I18271	I18271	Context	3285	49	Lchashen__cemetery	Armenia	40.516618	44.933321	..	FALSE	TRUE
I18272	I18272	Context	3285	49	Lchashen__cemetery	Armenia	40.516618	44.933321	..	FALSE	TRUE
I18274	I18274	Context	3150	29	Lchashen__cemetery	Armenia	40.516618	44.933321	..	FALSE	TRUE
I18275	I18275	Context	3285	49	Lchashen__cemetery	Armenia	40.516618	44.933321	..	FALSE	TRUE
I18276	I18276	Context	3285	49	Lchashen__cemetery	Armenia	40.516618	44.933321	..	FALSE	TRUE
I18277	I18277	Context	3285	49	Lchashen__cemetery	Armenia	40.516618	44.933321	..	FALSE	TRUE
I18278	I18278	Context	3285	49	Lchashen__cemetery	Armenia	40.516618	44.933321	..	FALSE	TRUE
I18279	I18279	Context	3285	49	Lchashen__cemetery	Armenia	40.516618	44.933321	..	FALSE	TRUE
I18280	I18280	Context	3285	49	Lchashen__cemetery	Armenia	40.516618	44.933321	..	FALSE	TRUE
I18273	I18273	Context	3285	49	Lchashen__cemetery	Armenia	40.516618	44.933321	..	FALSE	TRUE
I18159	I18159	Context	2565	38	Harjis__cemetery	Armenia	39.434403	46.22504	damage.ss.half=0.086	FALSE	TRUE
I18160	I18160	Context	2565	38	Harjis__cemetery	Armenia	39.434403	46.22504	damage.ss.half=0.08	FALSE	TRUE
I18161	I18161	Context	2565	38	Harjis__cemetery	Armenia	39.434403	46.22504	damage.ss.half=0.097	FALSE	TRUE
I18236	I18236	Context	2565	38	Harjis__cemetery	Armenia	39.434403	46.22504	..	FALSE	TRUE
I18237	I18237	Context	2565	38	Harjis__cemetery	Armenia	39.434403	46.22504	..	FALSE	TRUE
I18238	I18238	Context	2565	38	Harjis__cemetery	Armenia	39.434403	46.22504	..	FALSE	TRUE
I20436	I20436	Direct	3024	49	Sarukhan	Armenia	40.29221	45.130679	..	FALSE	TRUE
I20444	I20444	Direct	2622	75	Sarukhan	Armenia	40.29221	45.130679	..	FALSE	TRUE
I20438	I20438	Direct	2023	44	Sarukhan	Armenia	40.29221	45.130679	..	FALSE	TRUE
I20437	I20437	Direct	2022	39	Sarukhan	Armenia	40.29221	45.130679	..	FALSE	TRUE
I20442	I20442	Direct	1669	33	Sarukhan	Armenia	40.29221	45.130679	..	FALSE	TRUE
I14813	I14813	Direct	3945	48	Tavshut	Armenia	40.783	43.95	Xcontam=[0.005,0.01]	FALSE	TRUE
I1656	I1656	Direct	3397	32	Katnaghbiur__1	Armenia	40.377222	43.938333	..	FALSE	TRUE
I17183	I17183	Direct	3270	45	Keti	Armenia	40.8716	43.8445	damage.ss.half=0.083,__mtcontam=[0.958,0.978]	FALSE	TRUE
I19340	I19340	Context	3285	49	Karashamb__Cemetery	Armenia	40.416667	45.2	..	FALSE	TRUE
I16120	I16120	Context	3390	35	Dzori__Gekh__Archaeological__complex	Armenia	40.91666	44.5	..	FALSE	TRUE
RISE413_noUDG.SG	RISE413	Direct	3764	52	Nerquin__Getashen	Armenia	40.14	45.26	..	FALSE	TRUE
RISE416_noUDG.SG	RISE416	Direct	3477	49	Nerquin__Getashen	Armenia	40.14	45.26	..	FALSE	TRUE
RISE423_noUDG.SG	RISE423	Direct	3251	57	Nerquin__Getashen	Armenia	40.14	45.26	..	FALSE	TRUE
I10252	I10252	Context	1850	115	Vardbakh,__Yerevan__2__Cave	Armenia	40.833333	43.916667	..	FALSE	TRUE
I13949	I13949	Direct	2594	67	Lori__Berd__cemetery	Armenia	40.91666	44.5	..	FALSE	TRUE
I11853	I11853	Direct	2800	29	Karmir__Blur,__necropolis__of__Teishebaini	Armenia	40.15118	44.44316667	..	FALSE	TRUE
I11855	I11855	Direct	2806	28	Karmir__Blur,__necropolis__of__Teishebaini	Armenia	40.15118	44.44316667	..	FALSE	TRUE
I13031	I13031	Direct	2765	20	Karmir__Blur,__necropolis__of__Teishebaini	Armenia	40.15118	44.44316667	..	FALSE	TRUE
I13032	I13032	Direct	2789	29	Karmir__Blur,__necropolis__of__Teishebaini	Armenia	40.15118	44.44316667	..	FALSE	TRUE
I16118	I16118	Context	2595	14	Karmir__Blur,__necropolis__of__Teishebaini	Armenia	40.15118	44.44316667	damage.ss.half=0.095	FALSE	TRUE
I3892	I3892	Direct	2749	8	Karmir__Blur,__necropolis__of__Teishebaini	Armenia	40.15118	44.44316667	mtcontam=[0.753,0.886]	FALSE	FALSE
I3945	I3945	Context	2595	14	Karmir__Blur,__necropolis__of__Teishebaini	Armenia	40.15118	44.44316667	mtcontam=[0.874,0.93]	FALSE	FALSE
I3890	I3890	Context	2700	87	Karmir__Blur,__necropolis__of__Teishebaini	Armenia	40.15118	44.44316667	sexratio=0.044,__mtcontam=[0.675,0.765]	FALSE	FALSE
I13035	I13035	Direct	2554	99	Karmir__Blur,__necropolis__of__Teishebaini	Armenia	40.15118	44.44316667	..	FALSE	TRUE
S_Armenian-1.DG	armenia293	Modern	0	0	Yerevan	Armenia	39.815278	46.751944	..	FALSE	TRUE
S_Armenian-2.DG	S_Armenian-2	Modern	0	0	Kars__(ancestors__from__Kars,__born__in__Akhuzyan)	Armenia	40.604517	43.100758	..	FALSE	TRUE
NA20278.SG	NA20278	Modern	0	0	African-Americans	USA	35.483	-97.53333	..	FALSE	FALSE
NA19625.SG	NA19625	Modern	0	0	African-Americans	USA	35.483	-97.53333	..	FALSE	FALSE
NA19921.SG	NA19921	Modern	0	0	African-Americans	USA	35.483	-97.53333	..	FALSE	FALSE
NA20274.SG	NA20274	Modern	0	0	African-Americans	USA	35.483	-97.53333	..	FALSE	FALSE
NA20299.SG	NA20299	Modern	0	0	African-Americans	USA	35.483	-97.53333	..	FALSE	FALSE
NA20314.SG	NA20314	Modern	0	0	African-Americans	USA	35.483	-97.53333	..	FALSE	FALSE
NA19700.SG	NA19700	Modern	0	0	African-Americans	USA	35.483	-97.53333	..	FALSE	FALSE
NA19701.SG	NA19701	Modern	0	0	African-Americans	USA	35.483	-97.53333	..	FALSE	FALSE
